chunk_id,article_url,article_title,section_category,chunk_index,total_chunks_in_article,word_count,estimated_tokens,chunk_type,has_code,has_list,heading_breadcrumb
halo_1a1cd413_000_b8f32c14df73,https://halopsa.com/guides/article/?kbid=2330,Guide Article (kbid 2330),HaloPSA Guides,0,5,151,203,structural_h2,False,False,Guide Article (kbid 2330)
halo_1a1cd413_001_0d982b428e78,https://halopsa.com/guides/article/?kbid=2330,Guide Article (kbid 2330),HaloPSA Guides,1,5,365,492,fixed_window,False,False,Guide Article (kbid 2330) > Section 1 > (part 1)
halo_1a1cd413_002_88e671c5bad6,https://halopsa.com/guides/article/?kbid=2330,Guide Article (kbid 2330),HaloPSA Guides,2,5,345,465,fixed_window,False,False,Guide Article (kbid 2330) > Section 1 > (part 2)
halo_1a1cd413_004_36f34be0769f,https://halopsa.com/guides/article/?kbid=2330,Guide Article (kbid 2330),HaloPSA Guides,3,5,365,492,fixed_window,False,False,Guide Article (kbid 2330) > Section 2 > (part 1)
halo_1a1cd413_005_628e7bb9743b,https://halopsa.com/guides/article/?kbid=2330,Guide Article (kbid 2330),HaloPSA Guides,4,5,345,465,fixed_window,False,False,Guide Article (kbid 2330) > Section 2 > (part 2)
halo_9499646e_000_6aac8a8ccee3,https://halopsa.com/guides/article/?kbid=2370,Guides Index,Index,0,1,344,464,single,False,False,Guides Index
halo_bc41208d_000_edb9031f1ff4,https://usehalo.com/guide/asset-views-fields/,Asset Views/Fields,Asset Management,0,5,99,133,structural_h2,False,False,Asset Views/Fields
halo_bc41208d_001_feff7cf8e313,https://usehalo.com/guide/asset-views-fields/,Asset Views/Fields,Asset Management,1,5,221,298,structural_h2,False,False,Asset Views/Fields > Section 1
halo_bc41208d_002_16b23b0ac2a6,https://usehalo.com/guide/asset-views-fields/,Asset Views/Fields,Asset Management,2,5,221,298,structural_h2,False,False,Asset Views/Fields > Section 2
halo_bc41208d_003_4a67440780c4,https://usehalo.com/guide/asset-views-fields/,Asset Views/Fields,Asset Management,3,5,221,298,structural_h2,False,False,Asset Views/Fields > Section 3
halo_bc41208d_004_73449f144469,https://usehalo.com/guide/asset-views-fields/,Asset Views/Fields,Asset Management,4,5,221,298,structural_h2,False,False,Asset Views/Fields > Section 4
halo_060368f0_000_a3ed60bf4543,https://usehalo.com/guide/asset-fields/,Asset Fields,Asset Management,0,7,99,133,structural_h2,False,False,Asset Fields
halo_060368f0_001_3e8cddd50da0,https://usehalo.com/guide/asset-fields/,Asset Fields,Asset Management,1,7,145,195,structural_h2,False,False,Asset Fields > Section 1
halo_060368f0_002_1795b71b907d,https://usehalo.com/guide/asset-fields/,Asset Fields,Asset Management,2,7,145,195,structural_h2,False,False,Asset Fields > Section 2
halo_060368f0_003_46ef6ba21c12,https://usehalo.com/guide/asset-fields/,Asset Fields,Asset Management,3,7,145,195,structural_h2,False,False,Asset Fields > Section 3
halo_060368f0_004_5dff304bace6,https://usehalo.com/guide/asset-fields/,Asset Fields,Asset Management,4,7,145,195,structural_h2,False,False,Asset Fields > Section 4
halo_060368f0_005_11fe0dca8dba,https://usehalo.com/guide/asset-fields/,Asset Fields,Asset Management,5,7,145,195,structural_h2,False,False,Asset Fields > Section 5
halo_060368f0_006_645cc103fa34,https://usehalo.com/guide/asset-fields/,Asset Fields,Asset Management,6,7,145,195,structural_h2,False,False,Asset Fields > Section 6
halo_6b160535_000_9058564343be,https://usehalo.com/guide/asset-views/,Asset Views,Asset Management,0,4,60,81,structural_h2,False,False,Asset Views
halo_6b160535_001_61df95461bc3,https://usehalo.com/guide/asset-views/,Asset Views,Asset Management,1,4,186,251,structural_h2,False,False,Asset Views > Section 1
halo_6b160535_002_d54626df28a9,https://usehalo.com/guide/asset-views/,Asset Views,Asset Management,2,4,186,251,structural_h2,False,False,Asset Views > Section 2
halo_6b160535_003_ea6a409ae48d,https://usehalo.com/guide/asset-views/,Asset Views,Asset Management,3,4,186,251,structural_h2,False,False,Asset Views > Section 3
halo_ac48ab60_000_deb61cc2ec0b,https://usehalo.com/guide/batch-updating-asset-fields/,Batch Updating Asset Fields,Asset Management,0,4,73,98,structural_h2,False,False,Batch Updating Asset Fields
halo_ac48ab60_001_4e15fcce69fd,https://usehalo.com/guide/batch-updating-asset-fields/,Batch Updating Asset Fields,Asset Management,1,4,208,280,structural_h2,False,False,Batch Updating Asset Fields > Section 1
halo_ac48ab60_002_b000e8ee047f,https://usehalo.com/guide/batch-updating-asset-fields/,Batch Updating Asset Fields,Asset Management,2,4,208,280,structural_h2,False,False,Batch Updating Asset Fields > Section 2
halo_ac48ab60_003_3895984f7be5,https://usehalo.com/guide/batch-updating-asset-fields/,Batch Updating Asset Fields,Asset Management,3,4,208,280,structural_h2,False,False,Batch Updating Asset Fields > Section 3
halo_2c5eb101_000_4e963ea6da84,https://usehalo.com/guide/importing-assets-csv-xls-spreadsheet-method/,Importing Assets (CSV/XLS/Spreadsheet Method),Asset Management,0,7,130,175,structural_h2,False,False,Importing Assets (CSV/XLS/Spreadsheet Method)
halo_2c5eb101_001_56c140d71516,https://usehalo.com/guide/importing-assets-csv-xls-spreadsheet-method/,Importing Assets (CSV/XLS/Spreadsheet Method),Asset Management,1,7,197,265,structural_h2,False,False,Importing Assets (CSV/XLS/Spreadsheet Method) > Section 1
halo_2c5eb101_002_17ac459d7382,https://usehalo.com/guide/importing-assets-csv-xls-spreadsheet-method/,Importing Assets (CSV/XLS/Spreadsheet Method),Asset Management,2,7,197,265,structural_h2,False,False,Importing Assets (CSV/XLS/Spreadsheet Method) > Section 2
halo_2c5eb101_003_520d6ee4c772,https://usehalo.com/guide/importing-assets-csv-xls-spreadsheet-method/,Importing Assets (CSV/XLS/Spreadsheet Method),Asset Management,3,7,197,265,structural_h2,False,False,Importing Assets (CSV/XLS/Spreadsheet Method) > Section 3
halo_2c5eb101_004_18bd24cf0677,https://usehalo.com/guide/importing-assets-csv-xls-spreadsheet-method/,Importing Assets (CSV/XLS/Spreadsheet Method),Asset Management,4,7,197,265,structural_h2,False,False,Importing Assets (CSV/XLS/Spreadsheet Method) > Section 4
halo_2c5eb101_005_8c684be2c8de,https://usehalo.com/guide/importing-assets-csv-xls-spreadsheet-method/,Importing Assets (CSV/XLS/Spreadsheet Method),Asset Management,5,7,197,265,structural_h2,False,False,Importing Assets (CSV/XLS/Spreadsheet Method) > Section 5
halo_2c5eb101_006_7d77aaffc9c0,https://usehalo.com/guide/importing-assets-csv-xls-spreadsheet-method/,Importing Assets (CSV/XLS/Spreadsheet Method),Asset Management,6,7,197,265,structural_h2,False,False,Importing Assets (CSV/XLS/Spreadsheet Method) > Section 6
halo_b20222af_000_9ffc9cae1fb8,https://usehalo.com/guide/linking-assets-throughout-halo/,Linking Assets Throughout Halo,Asset Management,0,4,73,98,structural_h2,False,False,Linking Assets Throughout Halo
halo_b20222af_001_d886a64b5da3,https://usehalo.com/guide/linking-assets-throughout-halo/,Linking Assets Throughout Halo,Asset Management,1,4,219,295,structural_h2,False,False,Linking Assets Throughout Halo > Section 1
halo_b20222af_002_c45f67403208,https://usehalo.com/guide/linking-assets-throughout-halo/,Linking Assets Throughout Halo,Asset Management,2,4,219,295,structural_h2,False,False,Linking Assets Throughout Halo > Section 2
halo_b20222af_003_8bc1bab2e319,https://usehalo.com/guide/linking-assets-throughout-halo/,Linking Assets Throughout Halo,Asset Management,3,4,219,295,structural_h2,False,False,Linking Assets Throughout Halo > Section 3
halo_4d447a36_000_c1189a0416c2,https://usehalo.com/guide/linking-assets/,Linking Assets,Asset Management,0,7,128,172,structural_h2,False,False,Linking Assets
halo_4d447a36_001_a9c84a247981,https://usehalo.com/guide/linking-assets/,Linking Assets,Asset Management,1,7,360,486,fixed_window,False,False,Linking Assets > Section 1 > (part 1)
halo_4d447a36_002_790780d16aba,https://usehalo.com/guide/linking-assets/,Linking Assets,Asset Management,2,7,57,76,fixed_window,False,False,Linking Assets > Section 1 > (part 2)
halo_4d447a36_003_72b09c2207f7,https://usehalo.com/guide/linking-assets/,Linking Assets,Asset Management,3,7,360,486,fixed_window,False,False,Linking Assets > Section 2 > (part 1)
halo_4d447a36_004_790780d16aba,https://usehalo.com/guide/linking-assets/,Linking Assets,Asset Management,4,7,57,76,fixed_window,False,False,Linking Assets > Section 2 > (part 2)
halo_4d447a36_005_deffa2f73889,https://usehalo.com/guide/linking-assets/,Linking Assets,Asset Management,5,7,360,486,fixed_window,False,False,Linking Assets > Section 3 > (part 1)
halo_4d447a36_006_790780d16aba,https://usehalo.com/guide/linking-assets/,Linking Assets,Asset Management,6,7,57,76,fixed_window,False,False,Linking Assets > Section 3 > (part 2)
halo_898ed241_000_872f8f2fd367,https://usehalo.com/guide/linking-products-to-assets/,Linking Products to Assets,Asset Management,0,3,51,68,structural_h2,False,False,Linking Products to Assets
halo_898ed241_001_d886a64b5da3,https://usehalo.com/guide/linking-products-to-assets/,Linking Products to Assets,Asset Management,1,3,219,295,structural_h2,False,False,Linking Products to Assets > Section 1
halo_898ed241_002_c45f67403208,https://usehalo.com/guide/linking-products-to-assets/,Linking Products to Assets,Asset Management,2,3,219,295,structural_h2,False,False,Linking Products to Assets > Section 2
halo_619a04e9_000_06cb0b15a199,https://usehalo.com/guide/asset-custom-buttons/,Asset Custom Buttons,Asset Management,0,7,129,174,structural_h2,False,False,Asset Custom Buttons
halo_619a04e9_001_61df95461bc3,https://usehalo.com/guide/asset-custom-buttons/,Asset Custom Buttons,Asset Management,1,7,186,251,structural_h2,False,False,Asset Custom Buttons > Section 1
halo_619a04e9_002_d54626df28a9,https://usehalo.com/guide/asset-custom-buttons/,Asset Custom Buttons,Asset Management,2,7,186,251,structural_h2,False,False,Asset Custom Buttons > Section 2
halo_619a04e9_003_ea6a409ae48d,https://usehalo.com/guide/asset-custom-buttons/,Asset Custom Buttons,Asset Management,3,7,186,251,structural_h2,False,False,Asset Custom Buttons > Section 3
halo_619a04e9_004_1ad2976335e5,https://usehalo.com/guide/asset-custom-buttons/,Asset Custom Buttons,Asset Management,4,7,186,251,structural_h2,False,False,Asset Custom Buttons > Section 4
halo_619a04e9_005_6d9eb78e94e0,https://usehalo.com/guide/asset-custom-buttons/,Asset Custom Buttons,Asset Management,5,7,186,251,structural_h2,False,False,Asset Custom Buttons > Section 5
halo_619a04e9_006_72a4684d8b7f,https://usehalo.com/guide/asset-custom-buttons/,Asset Custom Buttons,Asset Management,6,7,186,251,structural_h2,False,False,Asset Custom Buttons > Section 6
halo_14c7a71d_000_0d4f11a074aa,https://usehalo.com/guide/asset-management-configuration/,Asset Management Configuration,Asset Management,0,3,82,110,structural_h2,False,False,Asset Management Configuration
halo_14c7a71d_001_7ec4db34a66f,https://usehalo.com/guide/asset-management-configuration/,Asset Management Configuration,Asset Management,1,3,349,471,structural_h2,False,False,Asset Management Configuration > Section 1
halo_14c7a71d_002_250a8141d17c,https://usehalo.com/guide/asset-management-configuration/,Asset Management Configuration,Asset Management,2,3,349,471,structural_h2,False,False,Asset Management Configuration > Section 2
halo_f690ef10_000_15256be9d53c,https://usehalo.com/guide/asset-meters/,Asset Meters,Asset Management,0,7,128,172,structural_h2,False,False,Asset Meters
halo_f690ef10_001_a9c84a247981,https://usehalo.com/guide/asset-meters/,Asset Meters,Asset Management,1,7,360,486,fixed_window,False,False,Asset Meters > Section 1 > (part 1)
halo_f690ef10_002_c50f1dba2102,https://usehalo.com/guide/asset-meters/,Asset Meters,Asset Management,2,7,48,64,fixed_window,False,False,Asset Meters > Section 1 > (part 2)
halo_f690ef10_003_72b09c2207f7,https://usehalo.com/guide/asset-meters/,Asset Meters,Asset Management,3,7,360,486,fixed_window,False,False,Asset Meters > Section 2 > (part 1)
halo_f690ef10_004_c50f1dba2102,https://usehalo.com/guide/asset-meters/,Asset Meters,Asset Management,4,7,48,64,fixed_window,False,False,Asset Meters > Section 2 > (part 2)
halo_f690ef10_005_deffa2f73889,https://usehalo.com/guide/asset-meters/,Asset Meters,Asset Management,5,7,360,486,fixed_window,False,False,Asset Meters > Section 3 > (part 1)
halo_f690ef10_006_c50f1dba2102,https://usehalo.com/guide/asset-meters/,Asset Meters,Asset Management,6,7,48,64,fixed_window,False,False,Asset Meters > Section 3 > (part 2)
halo_b20403e6_000_e5fad911463c,https://usehalo.com/guide/asset-resource-booking/,Asset Resource Booking,Asset Management,0,7,139,187,structural_h2,False,False,Asset Resource Booking
halo_b20403e6_001_a9c84a247981,https://usehalo.com/guide/asset-resource-booking/,Asset Resource Booking,Asset Management,1,7,360,486,fixed_window,False,False,Asset Resource Booking > Section 1 > (part 1)
halo_b20403e6_002_188f3e371201,https://usehalo.com/guide/asset-resource-booking/,Asset Resource Booking,Asset Management,2,7,85,114,fixed_window,False,False,Asset Resource Booking > Section 1 > (part 2)
halo_b20403e6_003_72b09c2207f7,https://usehalo.com/guide/asset-resource-booking/,Asset Resource Booking,Asset Management,3,7,360,486,fixed_window,False,False,Asset Resource Booking > Section 2 > (part 1)
halo_b20403e6_004_188f3e371201,https://usehalo.com/guide/asset-resource-booking/,Asset Resource Booking,Asset Management,4,7,85,114,fixed_window,False,False,Asset Resource Booking > Section 2 > (part 2)
halo_b20403e6_005_deffa2f73889,https://usehalo.com/guide/asset-resource-booking/,Asset Resource Booking,Asset Management,5,7,360,486,fixed_window,False,False,Asset Resource Booking > Section 3 > (part 1)
halo_b20403e6_006_188f3e371201,https://usehalo.com/guide/asset-resource-booking/,Asset Resource Booking,Asset Management,6,7,85,114,fixed_window,False,False,Asset Resource Booking > Section 3 > (part 2)
halo_f2ba9358_000_95ab71b0e5bf,https://usehalo.com/guide/asset-template-creation/,Asset Template Creation,Asset Management,0,4,91,122,structural_h2,False,False,Asset Template Creation
halo_f2ba9358_001_dbe7ead828ee,https://usehalo.com/guide/asset-template-creation/,Asset Template Creation,Asset Management,1,4,266,359,structural_h2,False,False,Asset Template Creation > Section 1
halo_f2ba9358_002_532c5a82dd8a,https://usehalo.com/guide/asset-template-creation/,Asset Template Creation,Asset Management,2,4,266,359,structural_h2,False,False,Asset Template Creation > Section 2
halo_f2ba9358_003_2c043411a95b,https://usehalo.com/guide/asset-template-creation/,Asset Template Creation,Asset Management,3,4,266,359,structural_h2,False,False,Asset Template Creation > Section 3
halo_04f3b4da_000_1134c563be37,https://usehalo.com/guide/asset-types-groups/,Asset Types/Groups,Asset Management,0,5,99,133,structural_h2,False,False,Asset Types/Groups
halo_04f3b4da_001_6305ff8d914b,https://usehalo.com/guide/asset-types-groups/,Asset Types/Groups,Asset Management,1,5,231,311,structural_h2,False,False,Asset Types/Groups > Section 1
halo_04f3b4da_002_32408774e5a8,https://usehalo.com/guide/asset-types-groups/,Asset Types/Groups,Asset Management,2,5,231,311,structural_h2,False,False,Asset Types/Groups > Section 2
halo_04f3b4da_003_f476d1a005c7,https://usehalo.com/guide/asset-types-groups/,Asset Types/Groups,Asset Management,3,5,231,311,structural_h2,False,False,Asset Types/Groups > Section 3
halo_04f3b4da_004_a4f9ce5b830f,https://usehalo.com/guide/asset-types-groups/,Asset Types/Groups,Asset Management,4,5,231,311,structural_h2,False,False,Asset Types/Groups > Section 4
halo_a15b5d56_000_3659c0d3ca9a,https://usehalo.com/guide/assets-vs-items/,Assets Vs Items,Asset Management,0,5,110,148,structural_h2,False,False,Assets Vs Items
halo_a15b5d56_001_a9c84a247981,https://usehalo.com/guide/assets-vs-items/,Assets Vs Items,Asset Management,1,5,360,486,fixed_window,False,False,Assets Vs Items > Section 1 > (part 1)
halo_a15b5d56_002_789473370b23,https://usehalo.com/guide/assets-vs-items/,Assets Vs Items,Asset Management,2,5,157,211,fixed_window,False,False,Assets Vs Items > Section 1 > (part 2)
halo_a15b5d56_003_72b09c2207f7,https://usehalo.com/guide/assets-vs-items/,Assets Vs Items,Asset Management,3,5,360,486,fixed_window,False,False,Assets Vs Items > Section 2 > (part 1)
halo_a15b5d56_004_f32a591dd7f8,https://usehalo.com/guide/assets-vs-items/,Assets Vs Items,Asset Management,4,5,157,211,fixed_window,False,False,Assets Vs Items > Section 2 > (part 2)
halo_d2c2ac93_000_7b773b8dc7f3,https://usehalo.com/guide/barcode-scanning/,Barcode Scanning,Asset Management,0,5,99,133,structural_h2,False,False,Barcode Scanning
halo_d2c2ac93_001_a9c84a247981,https://usehalo.com/guide/barcode-scanning/,Barcode Scanning,Asset Management,1,5,360,486,fixed_window,False,False,Barcode Scanning > Section 1 > (part 1)
halo_d2c2ac93_002_440d3c0e38ca,https://usehalo.com/guide/barcode-scanning/,Barcode Scanning,Asset Management,2,5,95,128,fixed_window,False,False,Barcode Scanning > Section 1 > (part 2)
halo_d2c2ac93_003_72b09c2207f7,https://usehalo.com/guide/barcode-scanning/,Barcode Scanning,Asset Management,3,5,360,486,fixed_window,False,False,Barcode Scanning > Section 2 > (part 1)
halo_d2c2ac93_004_440d3c0e38ca,https://usehalo.com/guide/barcode-scanning/,Barcode Scanning,Asset Management,4,5,95,128,fixed_window,False,False,Barcode Scanning > Section 2 > (part 2)
halo_df156840_000_c050c1f556db,https://usehalo.com/guide/device-change-history/,Device Change History,Asset Management,0,5,150,202,structural_h2,False,False,Device Change History
halo_df156840_001_c9ad2f63ef52,https://usehalo.com/guide/device-change-history/,Device Change History,Asset Management,1,5,362,488,fixed_window,False,False,Device Change History > Section 1 > (part 1)
halo_df156840_002_7567528d0f74,https://usehalo.com/guide/device-change-history/,Device Change History,Asset Management,2,5,322,434,fixed_window,False,False,Device Change History > Section 1 > (part 2)
halo_df156840_003_aa778a5c1bd6,https://usehalo.com/guide/device-change-history/,Device Change History,Asset Management,3,5,362,488,fixed_window,False,False,Device Change History > Section 2 > (part 1)
halo_df156840_004_7296398ee144,https://usehalo.com/guide/device-change-history/,Device Change History,Asset Management,4,5,322,434,fixed_window,False,False,Device Change History > Section 2 > (part 2)
halo_d7bb1969_000_b3eda3310e05,https://usehalo.com/guide/event-management/,Event Management,Asset Management,0,7,149,201,structural_h2,False,False,Event Management
halo_d7bb1969_001_92345af0d684,https://usehalo.com/guide/event-management/,Event Management,Asset Management,1,7,229,309,structural_h2,False,False,Event Management > Section 1
halo_d7bb1969_002_41cdc355a8ea,https://usehalo.com/guide/event-management/,Event Management,Asset Management,2,7,229,309,structural_h2,False,False,Event Management > Section 2
halo_d7bb1969_003_3d21418e1929,https://usehalo.com/guide/event-management/,Event Management,Asset Management,3,7,229,309,structural_h2,False,False,Event Management > Section 3
halo_d7bb1969_004_a0e7037d0bb8,https://usehalo.com/guide/event-management/,Event Management,Asset Management,4,7,229,309,structural_h2,False,False,Event Management > Section 4
halo_d7bb1969_005_10d44c80d5dd,https://usehalo.com/guide/event-management/,Event Management,Asset Management,5,7,229,309,structural_h2,False,False,Event Management > Section 5
halo_d7bb1969_006_bfb6c59fc7de,https://usehalo.com/guide/event-management/,Event Management,Asset Management,6,7,229,309,structural_h2,False,False,Event Management > Section 6
halo_19bc7377_000_7df5feb7c20f,https://usehalo.com/guide/iframe-custom-tabs-on-assets/,Iframe Custom Tabs on Assets,Asset Management,0,7,112,151,structural_h2,False,False,Iframe Custom Tabs on Assets
halo_19bc7377_001_692dec04764f,https://usehalo.com/guide/iframe-custom-tabs-on-assets/,Iframe Custom Tabs on Assets,Asset Management,1,7,166,224,structural_h2,False,False,Iframe Custom Tabs on Assets > Section 1
halo_19bc7377_002_251e1673b1e7,https://usehalo.com/guide/iframe-custom-tabs-on-assets/,Iframe Custom Tabs on Assets,Asset Management,2,7,166,224,structural_h2,False,False,Iframe Custom Tabs on Assets > Section 2
halo_19bc7377_003_0b1718cc550a,https://usehalo.com/guide/iframe-custom-tabs-on-assets/,Iframe Custom Tabs on Assets,Asset Management,3,7,166,224,structural_h2,False,False,Iframe Custom Tabs on Assets > Section 3
halo_19bc7377_004_f6a13b150889,https://usehalo.com/guide/iframe-custom-tabs-on-assets/,Iframe Custom Tabs on Assets,Asset Management,4,7,166,224,structural_h2,False,False,Iframe Custom Tabs on Assets > Section 4
halo_19bc7377_005_70f3bc4e56df,https://usehalo.com/guide/iframe-custom-tabs-on-assets/,Iframe Custom Tabs on Assets,Asset Management,5,7,166,224,structural_h2,False,False,Iframe Custom Tabs on Assets > Section 5
halo_19bc7377_006_aac56209458b,https://usehalo.com/guide/iframe-custom-tabs-on-assets/,Iframe Custom Tabs on Assets,Asset Management,6,7,166,224,structural_h2,False,False,Iframe Custom Tabs on Assets > Section 6
halo_9b613f8b_000_0defb5b228d5,https://usehalo.com/guide/lapsafe-integration/,LapSafe Integration,Asset Management,0,5,128,172,structural_h2,False,False,LapSafe Integration
halo_9b613f8b_001_f629a7b24fd8,https://usehalo.com/guide/lapsafe-integration/,LapSafe Integration,Asset Management,1,5,286,386,structural_h2,False,False,LapSafe Integration > Section 1
halo_9b613f8b_002_bffb51829b85,https://usehalo.com/guide/lapsafe-integration/,LapSafe Integration,Asset Management,2,5,286,386,structural_h2,False,False,LapSafe Integration > Section 2
halo_9b613f8b_003_d9131783379c,https://usehalo.com/guide/lapsafe-integration/,LapSafe Integration,Asset Management,3,5,286,386,structural_h2,False,False,LapSafe Integration > Section 3
halo_9b613f8b_004_cb5d3f1a82ca,https://usehalo.com/guide/lapsafe-integration/,LapSafe Integration,Asset Management,4,5,286,386,structural_h2,False,False,LapSafe Integration > Section 4
halo_eedd1af1_000_6d924447bbb1,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,0,10,164,221,structural_h2,False,False,Changing your Halo URL
halo_eedd1af1_001_904ddd880450,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,1,10,168,226,structural_h2,False,False,Changing your Halo URL > Section 1
halo_eedd1af1_002_b6892d1fc01f,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,2,10,168,226,structural_h2,False,False,Changing your Halo URL > Section 2
halo_eedd1af1_003_f17967263bec,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,3,10,168,226,structural_h2,False,False,Changing your Halo URL > Section 3
halo_eedd1af1_004_7ecb2d54ddbf,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,4,10,168,226,structural_h2,False,False,Changing your Halo URL > Section 4
halo_eedd1af1_005_f24fc2742700,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,5,10,168,226,structural_h2,False,False,Changing your Halo URL > Section 5
halo_eedd1af1_006_3f0c70c05328,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,6,10,168,226,structural_h2,False,False,Changing your Halo URL > Section 6
halo_eedd1af1_007_8ac3c2966702,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,7,10,168,226,structural_h2,False,False,Changing your Halo URL > Section 7
halo_eedd1af1_008_a55b046c4829,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,8,10,168,226,structural_h2,False,False,Changing your Halo URL > Section 8
halo_eedd1af1_009_92125e9bd99a,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,9,10,168,226,structural_h2,False,False,Changing your Halo URL > Section 9
halo_ec472cbf_000_9f346adb2911,https://usehalo.com/guide/introduction-to-halo-documentation/,Introduction to Halo Documentation,An Introduction to HaloPSA,0,5,144,194,structural_h2,False,False,Introduction to Halo Documentation
halo_ec472cbf_001_a18d52f383c7,https://usehalo.com/guide/introduction-to-halo-documentation/,Introduction to Halo Documentation,An Introduction to HaloPSA,1,5,322,434,structural_h2,False,False,Introduction to Halo Documentation > Section 1
halo_ec472cbf_002_f92a4922a5a9,https://usehalo.com/guide/introduction-to-halo-documentation/,Introduction to Halo Documentation,An Introduction to HaloPSA,2,5,322,434,structural_h2,False,False,Introduction to Halo Documentation > Section 2
halo_ec472cbf_003_bf8a6e647e26,https://usehalo.com/guide/introduction-to-halo-documentation/,Introduction to Halo Documentation,An Introduction to HaloPSA,3,5,322,434,structural_h2,False,False,Introduction to Halo Documentation > Section 3
halo_ec472cbf_004_872ec13c09ca,https://usehalo.com/guide/introduction-to-halo-documentation/,Introduction to Halo Documentation,An Introduction to HaloPSA,4,5,322,434,structural_h2,False,False,Introduction to Halo Documentation > Section 4
halo_e44cce5d_000_882c435c6825,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,0,10,186,251,structural_h2,False,False,IP Addresses for Whitelisting
halo_e44cce5d_001_8ec07e4e435a,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,1,10,179,241,structural_h2,False,False,IP Addresses for Whitelisting > Section 1
halo_e44cce5d_002_824734ffc4ac,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,2,10,179,241,structural_h2,False,False,IP Addresses for Whitelisting > Section 2
halo_e44cce5d_003_e6179b9a75bb,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,3,10,179,241,structural_h2,False,False,IP Addresses for Whitelisting > Section 3
halo_e44cce5d_004_b85320a37a07,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,4,10,179,241,structural_h2,False,False,IP Addresses for Whitelisting > Section 4
halo_e44cce5d_005_6f9387c98d21,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,5,10,179,241,structural_h2,False,False,IP Addresses for Whitelisting > Section 5
halo_e44cce5d_006_0d52cadbffda,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,6,10,179,241,structural_h2,False,False,IP Addresses for Whitelisting > Section 6
halo_e44cce5d_007_6396c83ea4bf,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,7,10,179,241,structural_h2,False,False,IP Addresses for Whitelisting > Section 7
halo_e44cce5d_008_50eebddd5946,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,8,10,179,241,structural_h2,False,False,IP Addresses for Whitelisting > Section 8
halo_e44cce5d_009_579253735a6e,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,9,10,179,241,structural_h2,False,False,IP Addresses for Whitelisting > Section 9
halo_b762543c_000_99afa27ca85f,https://usehalo.com/guide/navigating-the-self-service-portal-for-end-users/,Navigating the Self-Service Portal (For End Users),An Introduction to HaloPSA,0,5,99,133,structural_h2,False,False,Navigating the Self-Service Portal (For End Users)
halo_b762543c_001_1f2a6767b0f6,https://usehalo.com/guide/navigating-the-self-service-portal-for-end-users/,Navigating the Self-Service Portal (For End Users),An Introduction to HaloPSA,1,5,225,303,structural_h2,False,False,Navigating the Self-Service Portal (For End Users) > Section 1
halo_b762543c_002_5f9f1f2c0ad9,https://usehalo.com/guide/navigating-the-self-service-portal-for-end-users/,Navigating the Self-Service Portal (For End Users),An Introduction to HaloPSA,2,5,225,303,structural_h2,False,False,Navigating the Self-Service Portal (For End Users) > Section 2
halo_b762543c_003_e8456cc529c1,https://usehalo.com/guide/navigating-the-self-service-portal-for-end-users/,Navigating the Self-Service Portal (For End Users),An Introduction to HaloPSA,3,5,225,303,structural_h2,False,False,Navigating the Self-Service Portal (For End Users) > Section 3
halo_b762543c_004_13a5c0fa935d,https://usehalo.com/guide/navigating-the-self-service-portal-for-end-users/,Navigating the Self-Service Portal (For End Users),An Introduction to HaloPSA,4,5,225,303,structural_h2,False,False,Navigating the Self-Service Portal (For End Users) > Section 4
